cos(321) = 0.777344, error = 0.000254506
sin(321) = -0.628967, error = 0.000561091

cos(322) = 0.788269, error = 0.000327774
sin(322) = -0.615295, error = 0.000594588

cos(323) = 0.798828, error = 0.00024118
sin(323) = -0.60144, error = 0.00062244

cos(324) = 0.809448, error = 0.000533052
sin(324) = -0.587097, error = 0.00117064

cos(325) = 0.819519, error = 0.000448023
sin(325) = -0.572937, error = 0.0011148

cos(326) = 0.829407, error = 0.000445294
sin(326) = -0.558472, error = 0.00128976

cos(327) = 0.838989, error = 0.000379994
sin(327) = -0.543945, error = 0.00127373

